customer_id,subscription_id,signup_month,billing_month,signup_month_start,billing_month_start,pricing_tier,monthly_price,subscription_status,revenue_change_type,country,company_size
C080,S080,2023-03,2023-05,March,May,Pro,250,Active,No Change,Australia,Small
C080,S080,2023-03,2023-06,March,June,Pro,250,Active,No Change,Australia,Small
C080,S080,2023-03,2023-07,March,July,Pro,250,Active,No Change,Australia,Small
C080,S080,2023-03,2023-08,March,August,Pro,250,Active,No Change,Australia,Small
C080,S080,2023-03,2023-09,March,September,Pro,250,Active,No Change,Australia,Small
C080,S080,2023-03,2023-10,March,October,Pro,250,Active,No Change,Australia,Small
C080,S080,2023-03,2023-11,March,November,Pro,250,Active,No Change,Australia,Small
C080,S080,2023-03,2023-12,March,December,Pro,250,Active,Expansion,Australia,Small
C080,S080,2023-03,2024-01,March,January,Pro,250,Active,Expansion,Australia,Small
C080,S080,2023-03,2024-02,March,February,Pro,250,Active,No Change,Australia,Small
C080,S080,2023-03,2024-03,March,March,Pro,250,Active,No Change,Australia,Small
C080,S080,2023-03,2024-04,March,April,Pro,250,Active,No Change,Australia,Small
C080,S080,2023-03,2024-05,March,May,Pro,250,Active,No Change,Australia,Small
C080,S080,2023-03,2024-06,March,June,Pro,250,Active,No Change,Australia,Small
C080,S080,2023-03,2024-07,March,July,Pro,250,Active,No Change,Australia,Small
C080,S080,2023-03,2024-08,March,August,Pro,250,Active,No Change,Australia,Small
C080,S080,2023-03,2024-09,March,September,Pro,250,Active,No Change,Australia,Small
C080,S080,2023-03,2024-10,March,October,Pro,250,Active,No Change,Australia,Small
C080,S080,2023-03,2024-11,March,November,Pro,250,Active,No Change,Australia,Small
C080,S080,2023-03,2024-12,March,December,Pro,250,Active,No Change,Australia,Small
C081,S081,2023-02,2023-02,February,February,Pro,250,Active,New,Australia,Large
C081,S081,2023-02,2023-03,February,March,Pro,250,Active,No Change,Australia,Large
C081,S081,2023-02,2023-04,February,April,Pro,250,Active,No Change,Australia,Large
C081,S081,2023-02,2023-05,February,May,Enterprise,600,Active,Expansion,Australia,Large
C081,S081,2023-02,2023-06,February,June,Enterprise,600,Active,No Change,Australia,Large
C081,S081,2023-02,2023-07,February,July,Enterprise,600,Active,No Change,Australia,Large
C081,S081,2023-02,2023-08,February,August,Enterprise,600,Active,No Change,Australia,Large
C081,S081,2023-02,2023-09,February,September,Enterprise,600,Active,No Change,Australia,Large
C081,S081,2023-02,2023-10,February,October,Enterprise,600,Active,No Change,Australia,Large
C081,S081,2023-02,2023-11,February,November,Enterprise,600,Active,No Change,Australia,Large
C081,S081,2023-02,2023-12,February,December,Enterprise,600,Active,No Change,Australia,Large
C081,S081,2023-02,2024-01,February,January,Enterprise,600,Active,No Change,Australia,Large
C081,S081,2023-02,2024-02,February,February,Enterprise,600,Active,No Change,Australia,Large
C081,S081,2023-02,2024-03,February,March,Enterprise,600,Active,No Change,Australia,Large
C081,S081,2023-02,2024-04,February,April,Enterprise,600,Active,No Change,Australia,Large
C081,S081,2023-02,2024-05,February,May,Enterprise,600,Active,No Change,Australia,Large
C081,S081,2023-02,2024-06,February,June,Enterprise,600,Active,No Change,Australia,Large
C081,S081,2023-02,2024-07,February,July,Enterprise,600,Active,No Change,Australia,Large
C081,S081,2023-02,2024-08,February,August,Enterprise,600,Active,No Change,Australia,Large
C081,S081,2023-02,2024-09,February,September,Enterprise,600,Active,No Change,Australia,Large
C081,S081,2023-02,2024-10,February,October,Enterprise,600,Active,No Change,Australia,Large
C081,S081,2023-02,2024-11,February,November,Enterprise,600,Active,No Change,Australia,Large
C081,S081,2023-02,2024-12,February,December,Enterprise,600,Active,No Change,Australia,Large
C082,S082,2023-04,2023-04,April,April,Pro,250,Active,New,USA,Small
C082,S082,2023-04,2023-05,April,May,Pro,250,Active,Expansion,USA,Small
C082,S082,2023-04,2023-06,April,June,Pro,250,Active,No Change,USA,Small
C082,S082,2023-04,2023-07,April,July,Pro,250,Active,No Change,USA,Small
C082,S082,2023-04,2023-08,April,August,Pro,250,Active,No Change,USA,Small
C082,S082,2023-04,2023-09,April,September,Pro,250,Active,No Change,USA,Small
C082,S082,2023-04,2023-10,April,October,Pro,250,Active,No Change,USA,Small
C082,S082,2023-04,2023-11,April,November,Pro,250,Active,No Change,USA,Small
C082,S082,2023-04,2023-12,April,December,Pro,250,Active,No Change,USA,Small
C082,S082,2023-04,2024-01,April,January,Pro,250,Active,No Change,USA,Small
C082,S082,2023-04,2024-02,April,February,Pro,250,Active,No Change,USA,Small
C082,S082,2023-04,2024-03,April,March,Pro,250,Active,No Change,USA,Small
C082,S082,2023-04,2024-04,April,April,Pro,250,Active,No Change,USA,Small
C082,S082,2023-04,2024-05,April,May,Pro,250,Active,No Change,USA,Small
C082,S082,2023-04,2024-06,April,June,Pro,250,Active,No Change,USA,Small
C082,S082,2023-04,2024-07,April,July,Pro,250,Active,No Change,USA,Small
C082,S082,2023-04,2024-08,April,August,Pro,250,Active,No Change,USA,Small
C082,S082,2023-04,2024-09,April,September,Pro,250,Active,No Change,USA,Small
C082,S082,2023-04,2024-10,April,October,Pro,250,Active,No Change,USA,Small
C082,S082,2023-04,2024-11,April,November,Pro,250,Active,No Change,USA,Small
C082,S082,2023-04,2024-12,April,December,Pro,250,Active,No Change,USA,Small
C083,S083,2023-03,2023-03,March,March,Enterprise,600,Active,New,UK,Small
C083,S083,2023-03,2023-04,March,April,Enterprise,600,Active,No Change,UK,Small
C083,S083,2023-03,2023-05,March,May,Enterprise,600,Active,No Change,UK,Small
C083,S083,2023-03,2023-06,March,June,Enterprise,600,Active,No Change,UK,Small
C083,S083,2023-03,2023-07,March,July,Enterprise,600,Active,No Change,UK,Small
C083,S083,2023-03,2023-08,March,August,Enterprise,600,Active,No Change,UK,Small
C083,S083,2023-03,2023-09,March,September,Enterprise,600,Active,No Change,UK,Small
C083,S083,2023-03,2023-10,March,October,Enterprise,600,Active,No Change,UK,Small
C083,S083,2023-03,2023-11,March,November,Enterprise,600,Active,No Change,UK,Small
C083,S083,2023-03,2023-12,March,December,Enterprise,600,Active,No Change,UK,Small
C083,S083,2023-03,2024-01,March,January,Enterprise,600,Active,No Change,UK,Small
C083,S083,2023-03,2024-02,March,February,Enterprise,600,Active,No Change,UK,Small
C083,S083,2023-03,2024-03,March,March,Enterprise,600,Active,No Change,UK,Small
C083,S083,2023-03,2024-04,March,April,Enterprise,600,Active,No Change,UK,Small
C083,S083,2023-03,2024-05,March,May,Enterprise,600,Active,No Change,UK,Small
C083,S083,2023-03,2024-06,March,June,Enterprise,600,Churned,Churn,UK,Small
C084,S084,2023-05,2023-05,May,May,Basic,100,Active,New,Australia,Large
C084,S084,2023-05,2023-06,May,June,Basic,100,Active,No Change,Australia,Large
C084,S084,2023-05,2023-07,May,July,Pro,250,Active,Expansion,Australia,Large
C084,S084,2023-05,2023-08,May,August,Pro,250,Active,No Change,Australia,Large
C084,S084,2023-05,2023-09,May,September,Pro,250,Active,No Change,Australia,Large
C084,S084,2023-05,2023-10,May,October,Pro,250,Active,No Change,Australia,Large
C084,S084,2023-05,2023-11,May,November,Pro,250,Active,No Change,Australia,Large
C084,S084,2023-05,2023-12,May,December,Pro,250,Active,No Change,Australia,Large
C084,S084,2023-05,2024-01,May,January,Pro,250,Active,No Change,Australia,Large
C084,S084,2023-05,2024-02,May,February,Pro,250,Active,No Change,Australia,Large
C084,S084,2023-05,2024-03,May,March,Pro,250,Active,No Change,Australia,Large
C084,S084,2023-05,2024-04,May,April,Pro,250,Active,No Change,Australia,Large
C084,S084,2023-05,2024-05,May,May,Pro,250,Active,No Change,Australia,Large
C084,S084,2023-05,2024-06,May,June,Pro,250,Active,No Change,Australia,Large
C084,S084,2023-05,2024-07,May,July,Pro,250,Active,No Change,Australia,Large
C084,S084,2023-05,2024-08,May,August,Pro,250,Active,No Change,Australia,Large
C084,S084,2023-05,2024-09,May,September,Pro,250,Active,No Change,Australia,Large
C084,S084,2023-05,2024-10,May,October,Pro,250,Active,No Change,Australia,Large
C084,S084,2023-05,2024-11,May,November,Pro,250,Churned,Churn,Australia,Large
C085,S085,2023-04,2023-04,April,April,Enterprise,600,Active,New,India,Large
C085,S085,2023-04,2023-05,April,May,Enterprise,600,Active,No Change,India,Large
C085,S085,2023-04,2023-06,April,June,Enterprise,600,Active,No Change,India,Large
C085,S085,2023-04,2023-07,April,July,Enterprise,600,Active,No Change,India,Large
C085,S085,2023-04,2023-08,April,August,Enterprise,600,Active,No Change,India,Large
C085,S085,2023-04,2023-09,April,September,Enterprise,600,Active,No Change,India,Large
C085,S085,2023-04,2023-10,April,October,Enterprise,600,Active,No Change,India,Large
C085,S085,2023-04,2023-11,April,November,Enterprise,600,Active,No Change,India,Large
C085,S085,2023-04,2023-12,April,December,Enterprise,600,Active,No Change,India,Large
C085,S085,2023-04,2024-01,April,January,Enterprise,600,Active,No Change,India,Large
C085,S085,2023-04,2024-02,April,February,Enterprise,600,Active,No Change,India,Large
C085,S085,2023-04,2024-03,April,March,Enterprise,600,Active,No Change,India,Large
C085,S085,2023-04,2024-04,April,April,Enterprise,600,Active,No Change,India,Large
C085,S085,2023-04,2024-05,April,May,Enterprise,600,Active,No Change,India,Large
C085,S085,2023-04,2024-06,April,June,Enterprise,600,Active,No Change,India,Large
C085,S085,2023-04,2024-07,April,July,Enterprise,600,Active,No Change,India,Large
C085,S085,2023-04,2024-08,April,August,Enterprise,600,Active,No Change,India,Large
C085,S085,2023-04,2024-09,April,September,Enterprise,600,Active,No Change,India,Large
C085,S085,2023-04,2024-10,April,October,Enterprise,600,Active,No Change,India,Large
C085,S085,2023-04,2024-11,April,November,Enterprise,600,Active,No Change,India,Large
C085,S085,2023-04,2024-12,April,December,Enterprise,600,Active,No Change,India,Large
C086,S086,2023-05,2023-05,May,May,Basic,100,Active,New,Germany,Large
C086,S086,2023-05,2023-06,May,June,Basic,100,Active,No Change,Germany,Large
C086,S086,2023-05,2023-07,May,July,Basic,100,Active,No Change,Germany,Large
C086,S086,2023-05,2023-08,May,August,Basic,100,Active,No Change,Germany,Large
C086,S086,2023-05,2023-09,May,September,Basic,100,Active,No Change,Germany,Large
C086,S086,2023-05,2023-10,May,October,Basic,100,Active,No Change,Germany,Large
C086,S086,2023-05,2023-11,May,November,Basic,100,Active,No Change,Germany,Large
C086,S086,2023-05,2023-12,May,December,Basic,100,Active,No Change,Germany,Large
C086,S086,2023-05,2024-01,May,January,Basic,100,Active,No Change,Germany,Large
C086,S086,2023-05,2024-02,May,February,Basic,100,Active,No Change,Germany,Large
C086,S086,2023-05,2024-03,May,March,Basic,100,Active,No Change,Germany,Large
C086,S086,2023-05,2024-04,May,April,Basic,100,Active,No Change,Germany,Large
C086,S086,2023-05,2024-05,May,May,Basic,100,Active,No Change,Germany,Large
C086,S086,2023-05,2024-06,May,June,Basic,100,Active,No Change,Germany,Large
C086,S086,2023-05,2024-07,May,July,Basic,100,Active,No Change,Germany,Large
C086,S086,2023-05,2024-08,May,August,Basic,100,Churned,Churn,Germany,Large
C087,S087,2023-03,2023-03,March,March,Pro,250,Active,New,USA,Large
C087,S087,2023-03,2023-04,March,April,Pro,250,Active,No Change,USA,Large
C087,S087,2023-03,2023-05,March,May,Pro,250,Active,No Change,USA,Large
C087,S087,2023-03,2023-06,March,June,Pro,250,Active,No Change,USA,Large
C087,S087,2023-03,2023-07,March,July,Pro,250,Active,No Change,USA,Large
C087,S087,2023-03,2023-08,March,August,Pro,250,Active,No Change,USA,Large
C087,S087,2023-03,2023-09,March,September,Pro,250,Active,No Change,USA,Large
C087,S087,2023-03,2023-10,March,October,Pro,250,Active,Expansion,USA,Large
C087,S087,2023-03,2023-11,March,November,Pro,250,Active,No Change,USA,Large
C087,S087,2023-03,2023-12,March,December,Pro,250,Active,No Change,USA,Large
C087,S087,2023-03,2024-01,March,January,Pro,250,Active,No Change,USA,Large
C087,S087,2023-03,2024-02,March,February,Pro,250,Active,No Change,USA,Large
C087,S087,2023-03,2024-03,March,March,Pro,250,Active,No Change,USA,Large
C087,S087,2023-03,2024-04,March,April,Pro,250,Active,No Change,USA,Large
C087,S087,2023-03,2024-05,March,May,Pro,250,Active,No Change,USA,Large
C087,S087,2023-03,2024-06,March,June,Pro,250,Active,No Change,USA,Large
C087,S087,2023-03,2024-07,March,July,Pro,250,Active,No Change,USA,Large
C087,S087,2023-03,2024-08,March,August,Pro,250,Active,No Change,USA,Large
C087,S087,2023-03,2024-09,March,September,Pro,250,Churned,Churn,USA,Large
C088,S088,2023-06,2023-06,June,June,Pro,250,Active,New,India,Large
C088,S088,2023-06,2023-07,June,July,Pro,250,Active,No Change,India,Large
C088,S088,2023-06,2023-08,June,August,Pro,250,Active,No Change,India,Large
C088,S088,2023-06,2023-09,June,September,Pro,250,Active,No Change,India,Large
C088,S088,2023-06,2023-10,June,October,Pro,250,Active,No Change,India,Large
C088,S088,2023-06,2023-11,June,November,Pro,250,Active,No Change,India,Large
C088,S088,2023-06,2023-12,June,December,Pro,250,Active,No Change,India,Large
C088,S088,2023-06,2024-01,June,January,Pro,250,Active,No Change,India,Large
C088,S088,2023-06,2024-02,June,February,Pro,250,Churned,Churn,India,Large
C089,S089,2023-02,2023-02,February,February,Basic,100,Active,New,USA,Small
C089,S089,2023-02,2023-03,February,March,Basic,100,Active,No Change,USA,Small
C089,S089,2023-02,2023-04,February,April,Basic,100,Active,No Change,USA,Small
C089,S089,2023-02,2023-05,February,May,Basic,100,Active,No Change,USA,Small
C089,S089,2023-02,2023-06,February,June,Basic,100,Active,No Change,USA,Small
C089,S089,2023-02,2023-07,February,July,Pro,250,Active,Expansion,USA,Small
C089,S089,2023-02,2023-08,February,August,Pro,250,Active,No Change,USA,Small
C089,S089,2023-02,2023-09,February,September,Pro,250,Active,No Change,USA,Small
C089,S089,2023-02,2023-10,February,October,Pro,250,Active,No Change,USA,Small
C089,S089,2023-02,2023-11,February,November,Pro,250,Active,No Change,USA,Small
C089,S089,2023-02,2023-12,February,December,Pro,250,Active,No Change,USA,Small
C089,S089,2023-02,2024-01,February,January,Pro,250,Active,No Change,USA,Small
C089,S089,2023-02,2024-02,February,February,Pro,250,Active,No Change,USA,Small
C089,S089,2023-02,2024-03,February,March,Pro,250,Active,No Change,USA,Small
C089,S089,2023-02,2024-04,February,April,Pro,250,Active,Expansion,USA,Small
C089,S089,2023-02,2024-05,February,May,Pro,250,Churned,Churn,USA,Small
C090,S090,2023-03,2023-03,March,March,Pro,250,Active,New,Australia,Large
C090,S090,2023-03,2023-04,March,April,Pro,250,Active,No Change,Australia,Large
C090,S090,2023-03,2023-05,March,May,Pro,250,Active,No Change,Australia,Large
C090,S090,2023-03,2023-06,March,June,Pro,250,Active,No Change,Australia,Large
C090,S090,2023-03,2023-07,March,July,Pro,250,Active,No Change,Australia,Large
C090,S090,2023-03,2023-08,March,August,Pro,250,Active,No Change,Australia,Large
C090,S090,2023-03,2023-09,March,September,Pro,250,Active,Expansion,Australia,Large
C090,S090,2023-03,2023-10,March,October,Pro,250,Active,No Change,Australia,Large
C090,S090,2023-03,2023-11,March,November,Pro,250,Active,No Change,Australia,Large
C090,S090,2023-03,2023-12,March,December,Pro,250,Active,No Change,Australia,Large
C090,S090,2023-03,2024-01,March,January,Pro,250,Active,No Change,Australia,Large
C090,S090,2023-03,2024-02,March,February,Pro,250,Active,No Change,Australia,Large
C090,S090,2023-03,2024-03,March,March,Pro,250,Active,No Change,Australia,Large
C090,S090,2023-03,2024-04,March,April,Pro,250,Active,No Change,Australia,Large
C090,S090,2023-03,2024-05,March,May,Pro,250,Active,No Change,Australia,Large
C090,S090,2023-03,2024-06,March,June,Pro,250,Active,No Change,Australia,Large
C090,S090,2023-03,2024-07,March,July,Pro,250,Active,No Change,Australia,Large
C090,S090,2023-03,2024-08,March,August,Pro,250,Active,No Change,Australia,Large
C090,S090,2023-03,2024-09,March,September,Pro,250,Active,No Change,Australia,Large
C090,S090,2023-03,2024-10,March,October,Pro,250,Active,No Change,Australia,Large
C090,S090,2023-03,2024-11,March,November,Pro,250,Active,No Change,Australia,Large
C090,S090,2023-03,2024-12,March,December,Pro,250,Active,No Change,Australia,Large
C091,S091,2023-02,2023-02,February,February,Pro,250,Active,New,Australia,Small
C091,S091,2023-02,2023-03,February,March,Pro,250,Active,Expansion,Australia,Small
C091,S091,2023-02,2023-04,February,April,Pro,250,Active,No Change,Australia,Small
C091,S091,2023-02,2023-05,February,May,Pro,250,Active,No Change,Australia,Small
C091,S091,2023-02,2023-06,February,June,Pro,250,Active,No Change,Australia,Small
C091,S091,2023-02,2023-07,February,July,Pro,250,Active,No Change,Australia,Small
C091,S091,2023-02,2023-08,February,August,Pro,250,Active,No Change,Australia,Small
C091,S091,2023-02,2023-09,February,September,Pro,250,Active,No Change,Australia,Small
C091,S091,2023-02,2023-10,February,October,Pro,250,Active,No Change,Australia,Small
C091,S091,2023-02,2023-11,February,November,Pro,250,Active,No Change,Australia,Small
C091,S091,2023-02,2023-12,February,December,Pro,250,Active,No Change,Australia,Small
C091,S091,2023-02,2024-01,February,January,Pro,250,Active,No Change,Australia,Small
C091,S091,2023-02,2024-02,February,February,Pro,250,Active,No Change,Australia,Small
C091,S091,2023-02,2024-03,February,March,Pro,250,Active,No Change,Australia,Small
C091,S091,2023-02,2024-04,February,April,Pro,250,Active,No Change,Australia,Small
C091,S091,2023-02,2024-05,February,May,Pro,250,Active,No Change,Australia,Small
C091,S091,2023-02,2024-06,February,June,Pro,250,Active,No Change,Australia,Small
C091,S091,2023-02,2024-07,February,July,Pro,250,Churned,Churn,Australia,Small
C092,S092,2023-01,2023-01,January,January,Enterprise,600,Active,New,Germany,Small
C092,S092,2023-01,2023-02,January,February,Enterprise,600,Active,No Change,Germany,Small
C092,S092,2023-01,2023-03,January,March,Enterprise,600,Active,No Change,Germany,Small
C092,S092,2023-01,2023-04,January,April,Enterprise,600,Active,No Change,Germany,Small
C092,S092,2023-01,2023-05,January,May,Enterprise,600,Active,No Change,Germany,Small
C092,S092,2023-01,2023-06,January,June,Enterprise,600,Active,No Change,Germany,Small
C092,S092,2023-01,2023-07,January,July,Enterprise,600,Active,No Change,Germany,Small
C092,S092,2023-01,2023-08,January,August,Enterprise,600,Active,No Change,Germany,Small
C092,S092,2023-01,2023-09,January,September,Enterprise,600,Active,No Change,Germany,Small
C092,S092,2023-01,2023-10,January,October,Enterprise,600,Active,No Change,Germany,Small
C092,S092,2023-01,2023-11,January,November,Enterprise,600,Active,No Change,Germany,Small
C092,S092,2023-01,2023-12,January,December,Enterprise,600,Active,No Change,Germany,Small
C092,S092,2023-01,2024-01,January,January,Enterprise,600,Churned,Churn,Germany,Small
C093,S093,2023-02,2023-02,February,February,Pro,250,Active,New,Germany,Mid
C093,S093,2023-02,2023-03,February,March,Pro,250,Active,No Change,Germany,Mid
C093,S093,2023-02,2023-04,February,April,Pro,250,Active,No Change,Germany,Mid
C093,S093,2023-02,2023-05,February,May,Pro,250,Active,No Change,Germany,Mid
C093,S093,2023-02,2023-06,February,June,Pro,250,Active,No Change,Germany,Mid
C093,S093,2023-02,2023-07,February,July,Pro,250,Active,No Change,Germany,Mid
C093,S093,2023-02,2023-08,February,August,Pro,250,Active,No Change,Germany,Mid
C093,S093,2023-02,2023-09,February,September,Enterprise,600,Active,Expansion,Germany,Mid
C093,S093,2023-02,2023-10,February,October,Enterprise,600,Active,No Change,Germany,Mid
C093,S093,2023-02,2023-11,February,November,Enterprise,600,Active,No Change,Germany,Mid
C093,S093,2023-02,2023-12,February,December,Enterprise,600,Active,No Change,Germany,Mid
C093,S093,2023-02,2024-01,February,January,Enterprise,600,Active,No Change,Germany,Mid
C093,S093,2023-02,2024-02,February,February,Enterprise,600,Active,No Change,Germany,Mid
C093,S093,2023-02,2024-03,February,March,Enterprise,600,Active,No Change,Germany,Mid
C093,S093,2023-02,2024-04,February,April,Enterprise,600,Active,No Change,Germany,Mid
C093,S093,2023-02,2024-05,February,May,Enterprise,600,Churned,Churn,Germany,Mid
C094,S094,2023-01,2023-01,January,January,Enterprise,600,Active,New,Germany,Large
C094,S094,2023-01,2023-02,January,February,Enterprise,600,Active,No Change,Germany,Large
C094,S094,2023-01,2023-03,January,March,Enterprise,600,Active,No Change,Germany,Large
C094,S094,2023-01,2023-04,January,April,Enterprise,600,Active,No Change,Germany,Large
C094,S094,2023-01,2023-05,January,May,Enterprise,600,Active,No Change,Germany,Large
C094,S094,2023-01,2023-06,January,June,Enterprise,600,Active,No Change,Germany,Large
C094,S094,2023-01,2023-07,January,July,Enterprise,600,Active,No Change,Germany,Large
C094,S094,2023-01,2023-08,January,August,Enterprise,600,Active,No Change,Germany,Large
C094,S094,2023-01,2023-09,January,September,Enterprise,600,Active,No Change,Germany,Large
C094,S094,2023-01,2023-10,January,October,Enterprise,600,Active,No Change,Germany,Large
C094,S094,2023-01,2023-11,January,November,Enterprise,600,Active,No Change,Germany,Large
C094,S094,2023-01,2023-12,January,December,Enterprise,600,Active,No Change,Germany,Large
C094,S094,2023-01,2024-01,January,January,Enterprise,600,Active,No Change,Germany,Large
C094,S094,2023-01,2024-02,January,February,Enterprise,600,Active,No Change,Germany,Large
C094,S094,2023-01,2024-03,January,March,Enterprise,600,Active,No Change,Germany,Large
C094,S094,2023-01,2024-04,January,April,Enterprise,600,Active,No Change,Germany,Large
C094,S094,2023-01,2024-05,January,May,Enterprise,600,Churned,Churn,Germany,Large
C095,S095,2023-02,2023-02,February,February,Basic,100,Active,New,UK,Small
C095,S095,2023-02,2023-03,February,March,Basic,100,Active,No Change,UK,Small
C095,S095,2023-02,2023-04,February,April,Basic,100,Active,No Change,UK,Small
C095,S095,2023-02,2023-05,February,May,Basic,100,Active,No Change,UK,Small
C095,S095,2023-02,2023-06,February,June,Basic,100,Active,No Change,UK,Small
C095,S095,2023-02,2023-07,February,July,Basic,100,Active,No Change,UK,Small
C095,S095,2023-02,2023-08,February,August,Basic,100,Active,No Change,UK,Small
C095,S095,2023-02,2023-09,February,September,Basic,100,Active,No Change,UK,Small
C095,S095,2023-02,2023-10,February,October,Pro,250,Active,Expansion,UK,Small
C095,S095,2023-02,2023-11,February,November,Pro,250,Active,No Change,UK,Small
C095,S095,2023-02,2023-12,February,December,Pro,250,Active,Expansion,UK,Small
C095,S095,2023-02,2024-01,February,January,Pro,250,Active,No Change,UK,Small
C095,S095,2023-02,2024-02,February,February,Pro,250,Active,Expansion,UK,Small
C095,S095,2023-02,2024-03,February,March,Pro,250,Active,No Change,UK,Small
C095,S095,2023-02,2024-04,February,April,Pro,250,Active,No Change,UK,Small
C095,S095,2023-02,2024-05,February,May,Pro,250,Active,No Change,UK,Small
C095,S095,2023-02,2024-06,February,June,Pro,250,Active,No Change,UK,Small
C095,S095,2023-02,2024-07,February,July,Pro,250,Active,No Change,UK,Small
C095,S095,2023-02,2024-08,February,August,Pro,250,Active,No Change,UK,Small
C095,S095,2023-02,2024-09,February,September,Pro,250,Active,No Change,UK,Small
C095,S095,2023-02,2024-10,February,October,Pro,250,Active,No Change,UK,Small
C095,S095,2023-02,2024-11,February,November,Pro,250,Active,No Change,UK,Small
C095,S095,2023-02,2024-12,February,December,Pro,250,Active,No Change,UK,Small
C096,S096,2023-05,2023-05,May,May,Enterprise,600,Active,New,USA,Large
C096,S096,2023-05,2023-06,May,June,Enterprise,600,Active,No Change,USA,Large
C096,S096,2023-05,2023-07,May,July,Enterprise,600,Active,No Change,USA,Large
C096,S096,2023-05,2023-08,May,August,Enterprise,600,Active,No Change,USA,Large
C096,S096,2023-05,2023-09,May,September,Enterprise,600,Active,No Change,USA,Large
C096,S096,2023-05,2023-10,May,October,Enterprise,600,Active,No Change,USA,Large
C096,S096,2023-05,2023-11,May,November,Enterprise,600,Active,No Change,USA,Large
C096,S096,2023-05,2023-12,May,December,Enterprise,600,Active,No Change,USA,Large
C096,S096,2023-05,2024-01,May,January,Enterprise,600,Active,No Change,USA,Large
C096,S096,2023-05,2024-02,May,February,Enterprise,600,Active,No Change,USA,Large
C096,S096,2023-05,2024-03,May,March,Enterprise,600,Active,No Change,USA,Large
C096,S096,2023-05,2024-04,May,April,Enterprise,600,Active,No Change,USA,Large
C096,S096,2023-05,2024-05,May,May,Enterprise,600,Active,No Change,USA,Large
C096,S096,2023-05,2024-06,May,June,Enterprise,600,Active,No Change,USA,Large
C096,S096,2023-05,2024-07,May,July,Enterprise,600,Active,No Change,USA,Large
C096,S096,2023-05,2024-08,May,August,Enterprise,600,Active,No Change,USA,Large
C096,S096,2023-05,2024-09,May,September,Enterprise,600,Churned,Churn,USA,Large
C097,S097,2023-01,2023-01,January,January,Enterprise,600,Active,New,Germany,Large
C097,S097,2023-01,2023-02,January,February,Enterprise,600,Active,No Change,Germany,Large
C097,S097,2023-01,2023-03,January,March,Enterprise,600,Active,No Change,Germany,Large
C097,S097,2023-01,2023-04,January,April,Enterprise,600,Active,No Change,Germany,Large
C097,S097,2023-01,2023-05,January,May,Enterprise,600,Active,No Change,Germany,Large
C097,S097,2023-01,2023-06,January,June,Enterprise,600,Active,No Change,Germany,Large
C097,S097,2023-01,2023-07,January,July,Enterprise,600,Active,No Change,Germany,Large
C097,S097,2023-01,2023-08,January,August,Enterprise,600,Active,No Change,Germany,Large
C097,S097,2023-01,2023-09,January,September,Enterprise,600,Active,No Change,Germany,Large
C097,S097,2023-01,2023-10,January,October,Enterprise,600,Active,No Change,Germany,Large
C097,S097,2023-01,2023-11,January,November,Enterprise,600,Active,No Change,Germany,Large
C097,S097,2023-01,2023-12,January,December,Enterprise,600,Active,No Change,Germany,Large
C097,S097,2023-01,2024-01,January,January,Enterprise,600,Active,No Change,Germany,Large
C097,S097,2023-01,2024-02,January,February,Enterprise,600,Churned,Churn,Germany,Large
C098,S098,2023-04,2023-04,April,April,Basic,100,Active,New,Germany,Small
C098,S098,2023-04,2023-05,April,May,Basic,100,Active,No Change,Germany,Small
C098,S098,2023-04,2023-06,April,June,Basic,100,Active,No Change,Germany,Small
C098,S098,2023-04,2023-07,April,July,Basic,100,Active,No Change,Germany,Small
C098,S098,2023-04,2023-08,April,August,Basic,100,Active,No Change,Germany,Small
C098,S098,2023-04,2023-09,April,September,Basic,100,Active,No Change,Germany,Small
C098,S098,2023-04,2023-10,April,October,Basic,100,Active,No Change,Germany,Small
C098,S098,2023-04,2023-11,April,November,Basic,100,Active,No Change,Germany,Small
C098,S098,2023-04,2023-12,April,December,Basic,100,Active,No Change,Germany,Small
C098,S098,2023-04,2024-01,April,January,Basic,100,Active,No Change,Germany,Small
C098,S098,2023-04,2024-02,April,February,Basic,100,Active,No Change,Germany,Small
C098,S098,2023-04,2024-03,April,March,Basic,100,Active,No Change,Germany,Small
C098,S098,2023-04,2024-04,April,April,Basic,100,Active,No Change,Germany,Small
C098,S098,2023-04,2024-05,April,May,Basic,100,Active,No Change,Germany,Small
C098,S098,2023-04,2024-06,April,June,Basic,100,Active,No Change,Germany,Small
C098,S098,2023-04,2024-07,April,July,Basic,100,Active,No Change,Germany,Small
C098,S098,2023-04,2024-08,April,August,Basic,100,Active,No Change,Germany,Small
C098,S098,2023-04,2024-09,April,September,Basic,100,Active,No Change,Germany,Small
C098,S098,2023-04,2024-10,April,October,Basic,100,Active,No Change,Germany,Small
C098,S098,2023-04,2024-11,April,November,Basic,100,Active,No Change,Germany,Small
C098,S098,2023-04,2024-12,April,December,Basic,100,Active,No Change,Germany,Small
C099,S099,2023-01,2023-01,January,January,Basic,100,Active,New,Australia,Large
C099,S099,2023-01,2023-02,January,February,Basic,100,Active,No Change,Australia,Large
C099,S099,2023-01,2023-03,January,March,Basic,100,Active,No Change,Australia,Large
C099,S099,2023-01,2023-04,January,April,Basic,100,Active,No Change,Australia,Large
C099,S099,2023-01,2023-05,January,May,Basic,100,Active,No Change,Australia,Large
